generation_id,status,character_name,character_slug,character_status,character_tier,shot_label,shot_kind,checkpoint,loras,seed,steps,cfg,sampler,scheduler,clip_skip,resolution,prompt,negative_prompt,notes,source_id
b58150ca-85c6-4282-8a52-2e5d0c8ad3fe,queued,Imani Adebayo,imani_adebayo,core,Core A,shot_01_front_studio_portrait,anchor_safe,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.41, ""category"": ""eyes""}]",32130101,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, fully clothed, tasteful adult allure, strong eye contact, luminous skin, Imani Adebayo, striking black beauty, deep brown skin, soft natural curls, dark eyes, polished cheekbones, statuesque editorial presence, strong cheekbones, rich skin rendering, luxe presence, grounded confidence, wardrobe anchors: body-skimming knits, luxe athleisure, deep jewel-tone satin, scene tags: nightlife, gallery, lounge, clean front portrait, direct eye contact, simple backdrop separation, signature hair and facial structure fully visible, polished editorial still, Favor rich skin rendering, clean lighting contrast, and poised social magnetism., anti-drift: no pale skin reinterpretation, no pin-straight hair as default, avoid girlish styling","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_character_identity_pack_20260321_v1 | Imani Adebayo | shot_01_front_studio_portrait | canonical identity pack,hf_character_identity_pack_20260321_v1:imani_adebayo:shot_01_front_studio_portrait
460f4155-a6b1-46ed-a343-352b44af072e,queued,Imani Adebayo,imani_adebayo,core,Core A,shot_02_three_quarter_window,anchor_safe,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.41, ""category"": ""eyes""}]",32130102,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, fully clothed, tasteful adult allure, strong eye contact, luminous skin, Imani Adebayo, striking black beauty, deep brown skin, soft natural curls, dark eyes, polished cheekbones, statuesque editorial presence, strong cheekbones, rich skin rendering, luxe presence, grounded confidence, wardrobe anchors: body-skimming knits, luxe athleisure, deep jewel-tone satin, scene tags: nightlife, gallery, lounge, three-quarter portrait by a window, soft daylight, clean silhouette, face unobstructed, calm identity-first framing, Favor rich skin rendering, clean lighting contrast, and poised social magnetism., anti-drift: no pale skin reinterpretation, no pin-straight hair as default, avoid girlish styling","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_character_identity_pack_20260321_v1 | Imani Adebayo | shot_02_three_quarter_window | canonical identity pack,hf_character_identity_pack_20260321_v1:imani_adebayo:shot_02_three_quarter_window
e055b2b6-1d93-4e5c-9ad6-e1f72c68712a,queued,Imani Adebayo,imani_adebayo,core,Core A,shot_03_full_body_standing,anchor_safe,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.41, ""category"": ""eyes""}]",32130103,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, fully clothed, tasteful adult allure, strong eye contact, luminous skin, Imani Adebayo, striking black beauty, deep brown skin, soft natural curls, dark eyes, polished cheekbones, statuesque editorial presence, strong cheekbones, rich skin rendering, luxe presence, grounded confidence, wardrobe anchors: body-skimming knits, luxe athleisure, deep jewel-tone satin, scene tags: nightlife, gallery, lounge, full-body standing shot, balanced posture, minimal environment clutter, wardrobe shape clearly readable, identity-preserving composition, Favor rich skin rendering, clean lighting contrast, and poised social magnetism., anti-drift: no pale skin reinterpretation, no pin-straight hair as default, avoid girlish styling","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_character_identity_pack_20260321_v1 | Imani Adebayo | shot_03_full_body_standing | canonical identity pack,hf_character_identity_pack_20260321_v1:imani_adebayo:shot_03_full_body_standing
3f230e7c-9bb3-4185-a887-e352e9537cf6,queued,Imani Adebayo,imani_adebayo,core,Core A,shot_04_seated_medium_portrait,anchor_safe,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.41, ""category"": ""eyes""}]",32130104,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, fully clothed, tasteful adult allure, strong eye contact, luminous skin, Imani Adebayo, striking black beauty, deep brown skin, soft natural curls, dark eyes, polished cheekbones, statuesque editorial presence, strong cheekbones, rich skin rendering, luxe presence, grounded confidence, wardrobe anchors: body-skimming knits, luxe athleisure, deep jewel-tone satin, scene tags: nightlife, gallery, lounge, medium seated portrait, one leg crossed or relaxed, clear facial readability, subtle lifestyle intimacy without heavy motion blur or distortion, Favor rich skin rendering, clean lighting contrast, and poised social magnetism., anti-drift: no pale skin reinterpretation, no pin-straight hair as default, avoid girlish styling","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_character_identity_pack_20260321_v1 | Imani Adebayo | shot_04_seated_medium_portrait | canonical identity pack,hf_character_identity_pack_20260321_v1:imani_adebayo:shot_04_seated_medium_portrait
c9a5edc7-e0a2-45b2-a787-470ae56be00b,queued,Imani Adebayo,imani_adebayo,core,Core A,shot_05_corridor_walk,anchor_safe,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.41, ""category"": ""eyes""}]",32130105,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, fully clothed, tasteful adult allure, strong eye contact, luminous skin, Imani Adebayo, striking black beauty, deep brown skin, soft natural curls, dark eyes, polished cheekbones, statuesque editorial presence, strong cheekbones, rich skin rendering, luxe presence, grounded confidence, wardrobe anchors: body-skimming knits, luxe athleisure, deep jewel-tone satin, scene tags: nightlife, gallery, lounge, controlled corridor walk, refined body language, outfit lines clearly visible, cinematic perspective without hiding the face, Favor rich skin rendering, clean lighting contrast, and poised social magnetism., anti-drift: no pale skin reinterpretation, no pin-straight hair as default, avoid girlish styling","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_character_identity_pack_20260321_v1 | Imani Adebayo | shot_05_corridor_walk | canonical identity pack,hf_character_identity_pack_20260321_v1:imani_adebayo:shot_05_corridor_walk
828afbc8-06d5-4dcc-aee6-6de130a1d233,queued,Imani Adebayo,imani_adebayo,core,Core A,shot_06_balcony_anchor,anchor_safe,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.41, ""category"": ""eyes""}]",32130106,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, fully clothed, tasteful adult allure, strong eye contact, luminous skin, Imani Adebayo, striking black beauty, deep brown skin, soft natural curls, dark eyes, polished cheekbones, statuesque editorial presence, strong cheekbones, rich skin rendering, luxe presence, grounded confidence, wardrobe anchors: body-skimming knits, luxe athleisure, deep jewel-tone satin, scene tags: nightlife, gallery, lounge, balcony or terrace anchor shot, one hand on the rail, skyline or daylight depth, strong character silhouette and direct face readability, Favor rich skin rendering, clean lighting contrast, and poised social magnetism., anti-drift: no pale skin reinterpretation, no pin-straight hair as default, avoid girlish styling","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_character_identity_pack_20260321_v1 | Imani Adebayo | shot_06_balcony_anchor | canonical identity pack,hf_character_identity_pack_20260321_v1:imani_adebayo:shot_06_balcony_anchor
c20327cf-2f02-4b18-a613-7829fcec9e99,queued,Imani Adebayo,imani_adebayo,core,Core A,shot_07_cafe_table,lifestyle,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.41, ""category"": ""eyes""}]",32130107,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, fully clothed, tasteful adult allure, strong eye contact, luminous skin, Imani Adebayo, striking black beauty, deep brown skin, soft natural curls, dark eyes, polished cheekbones, statuesque editorial presence, strong cheekbones, rich skin rendering, luxe presence, grounded confidence, wardrobe anchors: body-skimming knits, luxe athleisure, deep jewel-tone satin, scene tags: nightlife, gallery, lounge, weekday cafe table moment, drink and notebook or phone nearby, polished everyday charm, high-response lifestyle beauty, Favor rich skin rendering, clean lighting contrast, and poised social magnetism., anti-drift: no pale skin reinterpretation, no pin-straight hair as default, avoid girlish styling","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_character_identity_pack_20260321_v1 | Imani Adebayo | shot_07_cafe_table | canonical identity pack,hf_character_identity_pack_20260321_v1:imani_adebayo:shot_07_cafe_table
00a0f74b-f54f-4fa7-8be2-5a5ba80fcc01,queued,Imani Adebayo,imani_adebayo,core,Core A,shot_08_bookstore_browse,lifestyle,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.41, ""category"": ""eyes""}]",32130108,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, fully clothed, tasteful adult allure, strong eye contact, luminous skin, Imani Adebayo, striking black beauty, deep brown skin, soft natural curls, dark eyes, polished cheekbones, statuesque editorial presence, strong cheekbones, rich skin rendering, luxe presence, grounded confidence, wardrobe anchors: body-skimming knits, luxe athleisure, deep jewel-tone satin, scene tags: nightlife, gallery, lounge, bookstore or magazine-shelf browse, half-turn glance, casual refined styling, smart and attractive city-life energy, Favor rich skin rendering, clean lighting contrast, and poised social magnetism., anti-drift: no pale skin reinterpretation, no pin-straight hair as default, avoid girlish styling","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_character_identity_pack_20260321_v1 | Imani Adebayo | shot_08_bookstore_browse | canonical identity pack,hf_character_identity_pack_20260321_v1:imani_adebayo:shot_08_bookstore_browse
c49b2452-abc7-41bf-af8f-6bac55a77416,queued,Imani Adebayo,imani_adebayo,core,Core A,shot_09_flower_market,lifestyle,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.41, ""category"": ""eyes""}]",32130109,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, fully clothed, tasteful adult allure, strong eye contact, luminous skin, Imani Adebayo, striking black beauty, deep brown skin, soft natural curls, dark eyes, polished cheekbones, statuesque editorial presence, strong cheekbones, rich skin rendering, luxe presence, grounded confidence, wardrobe anchors: body-skimming knits, luxe athleisure, deep jewel-tone satin, scene tags: nightlife, gallery, lounge, flower market or weekend stall stroll, bouquet or tote in one arm, natural daylight, romantic but grounded lifestyle desirability, Favor rich skin rendering, clean lighting contrast, and poised social magnetism., anti-drift: no pale skin reinterpretation, no pin-straight hair as default, avoid girlish styling","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_character_identity_pack_20260321_v1 | Imani Adebayo | shot_09_flower_market | canonical identity pack,hf_character_identity_pack_20260321_v1:imani_adebayo:shot_09_flower_market
4a77dacd-b53c-4ea2-bcf2-e46e86f55fa9,queued,Imani Adebayo,imani_adebayo,core,Core A,shot_10_home_desk,lifestyle,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.41, ""category"": ""eyes""}]",32130110,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, fully clothed, tasteful adult allure, strong eye contact, luminous skin, Imani Adebayo, striking black beauty, deep brown skin, soft natural curls, dark eyes, polished cheekbones, statuesque editorial presence, strong cheekbones, rich skin rendering, luxe presence, grounded confidence, wardrobe anchors: body-skimming knits, luxe athleisure, deep jewel-tone satin, scene tags: nightlife, gallery, lounge, home office or desk setup, seated with composed posture, polished domestic atmosphere, confident everyday sophistication, Favor rich skin rendering, clean lighting contrast, and poised social magnetism., anti-drift: no pale skin reinterpretation, no pin-straight hair as default, avoid girlish styling","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_character_identity_pack_20260321_v1 | Imani Adebayo | shot_10_home_desk | canonical identity pack,hf_character_identity_pack_20260321_v1:imani_adebayo:shot_10_home_desk
02adb3da-7983-48ac-8d17-528b79c47791,queued,Imani Adebayo,imani_adebayo,core,Core A,shot_11_kitchen_morning,lifestyle,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.41, ""category"": ""eyes""}]",32130111,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, fully clothed, tasteful adult allure, strong eye contact, luminous skin, Imani Adebayo, striking black beauty, deep brown skin, soft natural curls, dark eyes, polished cheekbones, statuesque editorial presence, strong cheekbones, rich skin rendering, luxe presence, grounded confidence, wardrobe anchors: body-skimming knits, luxe athleisure, deep jewel-tone satin, scene tags: nightlife, gallery, lounge, morning kitchen moment, coffee or glass in hand, clean apartment lighting, quiet-luxury or polished daily routine mood, Favor rich skin rendering, clean lighting contrast, and poised social magnetism., anti-drift: no pale skin reinterpretation, no pin-straight hair as default, avoid girlish styling","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_character_identity_pack_20260321_v1 | Imani Adebayo | shot_11_kitchen_morning | canonical identity pack,hf_character_identity_pack_20260321_v1:imani_adebayo:shot_11_kitchen_morning
